"Ticker","Date","MACD_Buy","EMA20_SMA50_Buy","EMA20_SMA20_Buy","SMA20_SMA50_Buy","RSI_Buy"
"ADPT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ADRT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ADSE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ADT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ADTH",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ADTN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ADXN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AEAE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AEF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AEG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AEIS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AEM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AEMD",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AEP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AER",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AERT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AES",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AEYE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AFAR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AFGD",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AFGE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AFL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AFRI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AFRM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AFT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGAE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AGCO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AGD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGEN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AGNCL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGNCM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGNCO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGNCP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AGRO",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"AGS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AGYS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AHH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AILE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AIM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AINC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AIP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AIR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AIRC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AIRS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AIRTP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AISP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AIV",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AIXI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AJX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AKAM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AKBA",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AKLI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AKTS",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"AKYA",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALAR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALBT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALEX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALGM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALGN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALGT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALHC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALIM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALKT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALLG",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALLK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALLO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALNT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALPP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALRN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALSA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALSN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALTG",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ALTO",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"ALUR",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"ALV",2024-06-18,FALSE,FALSE,FALSE,TRUE,TRUE
"ALVO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ALX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMAL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMBI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AMBO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AMC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMCR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AME",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AMGN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMK",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AMN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AMPY",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AMRC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMSF",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AMST",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AMTX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AMWL",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ANAB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ANEB",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ANIK",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ANIX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ANSS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ANTE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ANTX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ANY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AOMR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AON",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AORT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AOS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AOSL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"APCA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"APCX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"APD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"APDN",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"APEI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"APLE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"APLM",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"APLS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"APM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"APOG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"APP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"APPN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"APT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"APTV",2024-06-18,FALSE,FALSE,FALSE,TRUE,TRUE
"APYX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AQMS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AQNB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AQST",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AQU",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARAY",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ARCB",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ARCC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARCT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AREN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARHS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ARKO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARKR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARLO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARLP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARMN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARMP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AROW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARRY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ARTW",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"ARW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASBA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASCB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASGI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASIX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ASM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASMB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASPI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASPN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASST",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASTH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ASYS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATAT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ATCOL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATEC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ATEX",2024-06-18,FALSE,FALSE,FALSE,TRUE,TRUE
"ATGE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATHA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATHM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATLCP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ATLO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ATOM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ATR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATRI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATRO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATUS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATXG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"ATXI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ATXS",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"ATYR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AUBN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AUDC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AUR",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AUTL",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AUUD",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AVAH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AVAV",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AVD",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AVDL",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AVDX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AVNS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AVNT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AVRO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AVT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AVTX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AVY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AWF",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AWH",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"AWIN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AWK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AWX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AXDX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AXON",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AXS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AXTA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AZN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"AZO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"AZZ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BABA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BAC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BACA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BAFN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BAH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BALL",2024-06-18,FALSE,FALSE,FALSE,TRUE,TRUE
"BAND",2024-06-18,FALSE,FALSE,FALSE,TRUE,TRUE
"BATRA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BATRK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BAX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BBAR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BBDC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BBGI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BBIO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BBLG",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BBLGW",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BBU",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BBUC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BCAB",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BCAT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BCE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BCH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BCO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BCOV",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BCPC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BCRX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BCS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BCSAU",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BCTX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BCV",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BDC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BDJ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BDL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BDTX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BEAM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BEAT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BEDU",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BEKE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BELFA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BELFB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BENF",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BEP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BEPC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BEPI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BERY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BETR",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BFH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BFLY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BFRI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BGSF",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BGX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BGY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BHAT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BHB",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BHC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BHE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BHF",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BHFAM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BHFAN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BHVN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BIGC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BILL",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"BIO",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BIOX",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BIPC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BITE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BIVI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BJ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BJRI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BKDT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BKKT",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BKN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BKU",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BKYI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BL",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"BLBD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BLBX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BLCO",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BLDE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BLDR",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BLFS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BLFY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BLNK",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BLRX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BLTE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BLUE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BMA",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BME",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BMEZ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BMI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BMR",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BMRN",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BMTX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BMY",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BNH",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BNIX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BNRE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BNTC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BNTX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BNZI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BOCN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BODI",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BOE",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BOF",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BOH",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BOLT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BOOM",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BORR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BOTJ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BOXL",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BPOPM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BPTH",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BPYPP",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRBR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRBS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRCC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRDG",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRFS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRID",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BRKHU",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRLS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRLT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BROG",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BRSH",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BRSP",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BRY",2024-06-18,FALSE,FALSE,TRUE,FALSE,TRUE
"BSAC",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BSET",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BSFC",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BSRR",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BSTZ",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BSVN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BSX",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BSY",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BTBD",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BTCT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BTI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BTM",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BTMD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BTT",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BTTR",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BTU",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BUD",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BUI",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BUSE",2024-06-18,TRUE,FALSE,TRUE,FALSE,FALSE
"BV",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BVN",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BVS",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
"BWAY",2024-06-18,FALSE,TRUE,FALSE,TRUE,FALSE
